Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-12-24 00:00:00-05:00,55.857865112631934,56.20188125900393,55.82046969652522,55.83543014526367,3791900,0.0,0.0
2014-12-26 00:00:00-05:00,56.157018401486795,56.62817564642696,56.08971348406146,56.55339050292969,4986700,0.0,0.0
2014-12-29 00:00:00-05:00,56.08970602463768,56.53842253168679,55.96257072702609,56.08222579956055,5959800,0.0,0.0
2014-12-30 00:00:00-05:00,55.90274720759775,56.36642422178091,55.8653517833566,56.10466766357422,6131700,0.0,0.0
2014-12-31 00:00:00-05:00,56.246736157249245,56.39631207595042,55.573658787438674,55.588619232177734,7763500,0.0,0.0
2015-01-02 00:00:00-05:00,55.72324228775275,55.992473272308104,55.15486513083159,55.551231384277344,6662700,0.0,0.0
2015-01-05 00:00:00-05:00,55.12495903885741,55.71577125768809,55.06512865336427,55.28948974609375,12042800,0.0,0.0
2015-01-06 00:00:00-05:00,55.23714617402694,55.79804326701605,54.39953779443003,54.50423812866211,11094000,0.0,0.0
2015-01-07 00:00:00-05:00,54.87068445696621,55.693332227406074,54.564058032983255,55.139915466308594,10030700,0.0,0.0
2015-01-08 00:00:00-05:00,55.56620086055191,56.31406356012467,55.446540089865266,55.72325134277344,10937200,0.0,0.0
2015-01-09 00:00:00-05:00,55.768121556163024,55.9924826494461,55.07260901387303,55.655941009521484,9038900,0.0,0.0
2015-01-12 00:00:00-05:00,55.44653368910003,55.626019118670555,54.50422519881165,55.0202522277832,8749300,0.0,0.0
2015-01-13 00:00:00-05:00,55.311923290283254,56.12709658085781,54.257439875376065,54.57154083251953,12584500,0.0,0.0
2015-01-14 00:00:00-05:00,54.190120794032104,54.59396726396099,53.42730348799214,54.01063537597656,13203500,0.0,0.0
2015-01-15 00:00:00-05:00,54.04055764025765,54.28734798275095,53.13564450247741,53.3824348449707,10858400,0.0,0.0
2015-01-16 00:00:00-05:00,52.98605177414482,53.41981335087354,52.44011539803583,53.31511306762695,12372300,0.0,0.0
2015-01-20 00:00:00-05:00,53.65916240714965,54.751041542871015,53.23288078768486,54.20510482788086,12036700,0.0,0.0
2015-01-21 00:00:00-05:00,52.55978016746127,54.30230131369232,52.31298415157683,53.53947830200195,17008900,0.0,0.0
2015-01-22 00:00:00-05:00,53.74140555299199,53.91341075149114,52.97858252479108,53.77880096435547,10450100,0.0,0.0
2015-01-23 00:00:00-05:00,53.85359286394805,54.107863434880066,53.41983114275171,53.98072814941406,8142100,0.0,0.0
2015-01-26 00:00:00-05:00,53.9732457391546,54.51918798072083,53.636709831082534,54.30230712890625,9203700,0.0,0.0
2015-01-27 00:00:00-05:00,53.77132094142066,54.220037350761984,53.05337354532681,53.674095153808594,11398800,0.0,0.0
2015-01-28 00:00:00-05:00,54.22004887584377,54.22004887584377,52.98607420855589,53.09077453613281,15722100,0.0,0.0
2015-01-29 00:00:00-05:00,48.99249102213895,49.12710654721508,46.71898754626442,47.631378173828125,47115300,0.0,0.0
2015-01-30 00:00:00-05:00,47.14526379680992,47.87069150571106,46.65915191608592,46.71150207519531,26407800,0.0,0.0
2015-02-02 00:00:00-05:00,46.73393836637074,49.30658486153662,46.56192744593101,49.00743865966797,21130600,0.0,0.0
2015-02-03 00:00:00-05:00,49.19440327021411,50.13671178893305,48.97004790291662,50.076881408691406,16354200,0.0,0.0
2015-02-04 00:00:00-05:00,49.800170179378156,50.63777838554378,49.44867953337152,50.076881408691406,13089600,0.0,0.0
2015-02-05 00:00:00-05:00,50.233932605423924,50.847179747439064,49.949746853766875,50.817264556884766,10650500,0.0,0.0
2015-02-06 00:00:00-05:00,50.71256825794407,50.81726858030409,49.4112887473698,49.620689392089844,11779500,0.0,0.0
2015-02-09 00:00:00-05:00,50.97431435955799,51.5726009786126,50.07687587236836,50.189056396484375,15651100,0.0,0.0
2015-02-10 00:00:00-05:00,51.66983795664667,52.694412043607976,51.47539773736902,52.54484176635742,36081200,0.0,0.0
2015-02-11 00:00:00-05:00,52.77666968390904,53.0608554513904,52.35038817981726,52.50743865966797,13439300,0.0,0.0
2015-02-12 00:00:00-05:00,52.03628854438579,52.64205551147461,52.02132809502528,52.64205551147461,12798300,0.0,0.0
2015-02-13 00:00:00-05:00,52.71684456847657,53.04590601004721,52.55231384769125,53.00851058959961,8050200,0.0,0.0
2015-02-17 00:00:00-05:00,52.91876187277377,53.0309424096434,52.694400799034504,52.94867706298828,8764300,0.0,0.0
2015-02-18 00:00:00-05:00,52.604662157886246,53.00850872037126,52.43265692366885,52.75423812866211,8097400,0.0,0.0
2015-02-19 00:00:00-05:00,52.52239314754512,53.30016523403445,52.507432700263294,53.083290100097656,9785300,0.0,0.0
2015-02-20 00:00:00-05:00,52.97111546691404,53.63671280159999,52.79162431397844,53.48713684082031,8657300,0.0,0.0
2015-02-23 00:00:00-05:00,53.29270254621605,53.509583434035605,52.619624912593316,53.05338668823242,8617700,0.0,0.0
2015-02-24 00:00:00-05:00,52.90380092904062,53.44974316029599,52.62709540719285,53.37495803833008,10131900,0.0,0.0
2015-02-25 00:00:00-05:00,53.105714530356245,54.01810763842925,53.105714530356245,53.606781005859375,10578100,0.0,0.0
2015-02-26 00:00:00-05:00,53.74889160266474,54.04803210304393,53.55444571282682,53.85359191894531,9838700,0.0,0.0
2015-02-27 00:00:00-05:00,53.70401273335426,54.27238992022429,53.24781608024974,54.22751998901367,10297400,0.0,0.0
2015-03-02 00:00:00-05:00,54.00939380048425,54.83683458382114,53.86647017590492,54.65630340576172,8979300,0.42,0.0
2015-03-03 00:00:00-05:00,54.167353255744466,54.52841557158315,53.670885397738715,53.71602249145508,9236400,0.0,0.0
